"Id","Hex Id","Set","Rarity","Number","Collectors Info","Unique","Title","Subtitle","Culture","Type","Race","Class","Twilight Cost","Strength","Vitality","Resistance","Minion Site Number","Ally Home Sites","Site Number","Site Arrow","Block","Background","Image","Top Icon","Top Text","Middle Icon","Middle Text","Bottom Icon","Bottom Text","Text","Lore","German Title","German Subtitle","German Text","German Lore","French Title","French Subtitle","French Text","French Lore","Italian Title","Italian Subtitle","Italian Text","Italian Lore","Spanish Title","Spanish Subtitle","Spanish Text","Spanish Lore"
11,"0B",0,"P",11,"0P11",1,"Saruman","Servant of the Eye","Isengard","Minion","Wizard",,4,8,4,,4,,,,"Fellowship Block","Isengard_Noun","03_069","icon_strength","8","icon_vitality","4","Icon_Compass",,"Saruman may not take wounds during the archery phase and may not be assigned to a skirmish. <br><keyword>Assignment:</keyword> Exert Saruman to assign an <symbol>isengard</symbol> minion to a companion (except the Ring-bearer). That companion may exert to prevent this. ",,"Saruman","Vasall des Einen Auges","Saruman darf in der Fernkampfphase keine Wunde erleiden und darf keinem Kampf zugewiesen werden.<br><keyword>Zuweisung:</keyword> Strenge Saruman an, um einem Gefährten (außer dem Ringträger) einen <symbol>isengard</symbol> Diener zuzuweisen. Dieser Gefährte darf sich anstrengen, um dies zu verhindern.",,"Saroumane","Serviteur de l'œil","Saroumane ne peut pas prendre de blessure pendant la phase d’archerie et ne peut pas être affecté à un combat. <keyword>Affectation :</keyword> Affaiblissez Saroumane pour affecter un séide <symbol>isengard</symbol> à un compagnon (excepté le Porteur de l’Anneau). Ce compagnon peut s’affaiblir pour empêrche l'affectation.",,"Saruman","Servitore dell'Occhio","Saruman non può subire ferite durante la fase degli arcieri e non può essere assegnato a una schermaglia. <br><keyword>Assegnazione:</keyword> Sforza Saruman per assegnare un servitore <symbol>isengard</symbol> a un compagno (tranne il Portatore dell’Anello). Quel compagno può sforzarsi per prevenirlo.",,"Saruman","Servidor de El Ojo","Saruman no puede recibir heridas durante la fase de arquería y no puede ser asignado a una escaramuza. <keyword>Asignación:</keyword> Esfuerza a Saruman para asignar un siervo <symbol>isengard</symbol> a un compañero (excepto al Portador del Anillo). Ese compañero se puede esforzar para prevenir eso.",
12,"0C",0,"P",12,"0P12",1,"Gimli","Son of Glóin","Dwarven","Companion","Dwarf",,2,6,3,,,,,,"Fellowship Block","Dwarven_Noun","00_012","icon_strength","6","icon_vitality","3","Signet_Gandalf",,"<keyword>Damage +1.</keyword>. <br><keyword>Skirmish:</keyword> Exert Gimli to make him strength +2.","“'Then it has all been in vain – the Fellowship has failed.'”","Gimli","Sohn des Glóin","<keyword>Schaden +1.</keyword><br><keyword>Kampf</keyword> Strenge Gimli an, um ihm Stärke +2 zu geben.","""Dann war all das hier umsonst - die Gemeinschaft hat versagt.""","Gimli","Fils de Glóin","<keyword>Dégâts +1.</keyword><br><keyword>Combat :</keyword> Affaiblissez Gimli pour lui donner +2 en force.","“À côté de Glóin se trouvait un jeune Nain: son fils Gimli.”","Gimli","Figlio di Glóin","<keyword>Danno +1.</keyword><br><keyword>Schermaglia:</keyword> Sforza Gimli per aggiungere +2 alla sua forza.","“C'era un Nano più giovane al fianco di Glóin: suo figlio Gimli.”","Gimli","Hijo de Gloin","<keyword>Daño +1.</keyword><br><keyword>Escaramuza:</keyword> Esfuerza a Gimli para darle fuerza +2.","“Había un Enano joven junto a Gloin: su hijo Gimli.”"
13,"0D",0,"P",13,"0P13",1,"Legolas","Greenleaf","Elven","Companion","Elf",,2,6,3,,,,,,"Fellowship Block","Elven_Noun","00_013","icon_strength","6","icon_vitality","3","Signet_Frodo",,"<keyword>Archer.</keyword> <br><keyword>Archery:</keyword> Exert Legolas to wound a minion; Legolas does not add to the fellowship archery total.","“'If we are quick we shall catch Frodo and Sam before nightfall.'”","Legolas","Grünblatt","<keyword>Bogenschütze.</keyword><br><keyword>FernKampf</keyword> Strenge Legolas an, um einen Diener zu verwunden; Legolas wird dann nicht zum Fernkampfwert gezählt.","Schnell! Frodo und Sam haben das ostliche Ufer erreicht!","Legolas","Vertefeuille","<keyword>Archer.</keyword><br><keyword>Archerie :</keyword> Affaiblissez Legolas pour blesser un séide ; Legolas ne s’ajoute pas au total d’archerie de la compagnie.","“‘Moi aussi, j'irai avec lui' dit Legolas. ‘Il serait déloyal de lui dire maintenant adieu.'”","Legolas","Verdefoglia","<keyword>Arciere.</keyword><br><keyword>Arcieri:</keyword> Sforza Legolas per ferire un servitore; Legolas non si aggiunge al totale degli arcieri nella Compagnia.","Presti! Frodo e Sam stanno per raggiungere la sponda orientale!","Legolas","Hojaverde","<keyword>Arquero.</keyword> <keyword>Arquería:</keyword> Esfuerza a Legolas para herir un siervo. Legolas no suma al total de arquería de la comunidad.","“Yo también iré con Frodo – dijo Legolas –. Seria desleal despedirme de él ahora.”"
14,"0E",0,"P",14,"0P14",1,"Aragorn","Ranger of the North","Gondor","Companion","Man",,4,8,4,,,,,,"Fellowship Block","Gondor_Noun","00_014","icon_strength","8","icon_vitality","4","Signet_Gandalf",,"<keyword>Ranger.</keyword> <br><keyword>Maneuver:</keyword> Exert Aragorn to make him <keyword>defender +1</keyword> until the regroup phase.","“'We travel light. Let's hunt some Orc.'”","Aragorn","Waldläufer des Nordens","<keyword>Waldläufer.</keyword><br><keyword>Manöver:</keyword> Strenge Aragorn an, um ihm <keyword>Verteidiger +1</keyword> bis zur Sammelphase zu machen.","Nur leichtes Gepack. Lasst uns Orks jagen.","Aragorn","Rôdeur du Nord","<keyword>Rôdeur.</keyword><br><keyword>Manœuvre :</keyword> Affaiblissez Aragorn pour le rendre <keyword>défenseur +1</keyword> jusqu’à la phase de ralliement.","“‘Nous sommes des hommes solitaires, Rôdeurs des Terres Sauvages, chasseurs – mais toujours chasseurs des serviteurs de l'Ennemi....'”","Aragorn","Ramingo del Nord","<keyword>Ramingo.</keyword><br><keyword>Manovra:</keyword> Sforza Aragorn per renderlo <keyword>Difensore +1</keyword> fino alla fase di raccolta.","Viaggeremo leggeri. Andiamo a caccia di Orchi.","Aragorn","Montaraz del Norte","<keyword>Montaraz.</keyword><br><keyword>Maniobra:</keyword> Esfuerza a Aragorn para darle <keyword>defensor +1</keyword> hasta la fase de reagrupación.","“Somos hombres solitarios, los Montaraces del desierto, cazadores; pero las presas son siempre los siervos del Enemigo...”"
15,"0F",0,"P",15,"0P15",1,"Legolas","Son of Thranduil","Elven","Companion","Elf",,2,6,3,,,,,,"Fellowship Block","Elven_Noun","00_015","icon_strength","6","icon_vitality","3","Signet_Aragorn",,"<keyword>Archer.</keyword>  <br>While Legolas is at a river or forest, add 1 to the fellowship archery total. ",,"Legolas","Sohn des Thranduil","<keyword>Bogenschütze.</keyword><br>Solange sich Legolas an einem Fluss oder in einem Wald befindet, erhöht sich der Fernkampfwert der Gemeinschaft um 1.","""Gepriesen seien Galadriels Bogen, und Hand und Auge von Legolas!... Das war ein mächtiger Schuss im Dunkeln, mein Freund!“","Legolas","Fils de Thranduil","<keyword>Archer.</keyword><br>Tant que Legolas est à une rivière ou une forêt, ajoutez 1 au total d’archerie de la compagnie.","« “Loués soient l'arc de Galadriel et la main et l'*il de Legolas!... Ce fut un beau tir dans l'obscurité, ami!” »","Legolas","Figlio di Thranduil","<keyword>Arciere.</keyword><br>Quando Legolas è a un fiume o in una foresta, aggiungi +1 al totale degli arcieri della Compagnia.","“‘Lodati siano l'arco di Galadriel, e la mano e la vista di Legolas!... Che meraviglioso tiro nel buio, amico mio!'”","Legolas","Hijo de Thranduil","<keyword>Arquero.</keyword> Mientras Legolas está en un río o un bosque, añade 1 al total de arquería de la comunidad.","“¡Alabados sean el arco de Galadriel y la mano y el ojo de Legolas!... ¡Un buen tiro en la oscuridad, amigo mío!”"
16,"20 01",0,"P",16,"0P16",1,"Faramir","Son of Denethor","Gondor","Companion","Man",,3,7,3,,,,,,"Tower Block","Gondor_Noun","00_016","icon_strength","7","icon_vitality","3","Signet_Frodo",,"<keyword>Ring-bound. Ranger.</keyword><br>An opponent may not play skirmish events or use skirmish special abilities during skirmishes involving Faramir. ","“'...if you will trust me, it may be that I can advise you in your present quest, whatever that be – yes, and even aid you.'”","Faramir","Sohn des Denethor","<keyword>Ring-verbunden.</keyword> <keyword>Waldläufer.</keyword><br>Deine Gegenspieler dürfen in Kämpfen, an denen Faramir beteiligt ist, keine Kampfereignisse spielen oder spezielle Kampffähigkeiten benutzen.","Er sah Faramirs Gesicht, der jetzt keine Maske trug: es war streng und herrisch, und ein scharfer Verstand sprach aus seinem forschenden Blick.","Faramir","Fils de Denethor","<keyword>Associé à l’Anneau.</keyword> <keyword>Rôdeur.</keyword><br>Un adversaire ne peut pas jouer d’événements de combat ou utiliser des capacités spéciales de combat pendant les combats qui impliquent Faramir.","« Il voyait le visage de Faramir, à présent démasqué: il était sévère et imposant; une intelligence aiguë paraissait dans son regard scrutateur. »","Faramir","Figlio di Denethor","<keyword>Legato all’Anello.</keyword> <keyword>Ramingo.</keyword><br>Un avversario non può giocare eventi di schermaglia o usare abilità speciali di schermaglia durante le schermaglie che coinvolgano Faramir.","“Vedeva il viso di Faramir, ora senza maschera: era severo ed imperioso, e dietro al suo sguardo investigatore si nascondeva un'intelligenza acuta.”","Faramir","Hijo de Denethor","<keyword>Vinculado al Anillo.</keyword> <keyword>Montaraz.</keyword> Un oponente no puede jugar eventos de escaramuza ni usar habilidades especiales de escaramuza durante escaramuzas en las que participe Faramir.","“Veía el rostro de Faramir, ahora desenmascarado: era severo e imperioso; y detrás de aquella mirada escrutadora brillaba una viva inteligencia.”"
17,"21 01",0,"P",17,"0P17",1,"Éowyn","Lady of Rohan","Rohan","Companion","Man",,2,6,3,,,,,,"Tower Block","Rohan_Noun","00_017","icon_strength","6","icon_vitality","3","Signet_Theoden",,"<keyword>Valiant.</keyword><br><keyword>Response:</keyword> If an unbound companion is about to take a wound, exert Éowyn and add <symbol>twilight1</symbol> to prevent that wound. ","“There is Éowyn, daugher of Éomund.... She is fearless and high-hearted.  All love her.”","Éowyn","Herrin von Rohan","<keyword>Tapfer.</keyword><br><keyword>Reaktion:</keyword> Strenge Éowyn an und erhöhe den Einfluss um <symbol>twilight1</symbol>, wenn ein nicht-verbundener Gefährte verwundet wird, um diese Wunde zu verhindern.","So erblickte Aragorn... Éowyn... und fand sie schön, schön und kalt wie ein Morgen im bleichen Frühling, noch nicht zur Fraulichkeit gereift.","Éowyn","Dame de Rohan","<keyword>Vaillant.</keyword><br><keyword>Réponse :</keyword> Si un compagnon dissocié est sur le point d’être blessé, affaiblissez Éowyn et ajoutez <symbol>twilight1</symbol> pour empêcher cette blessure.","« C'est ainsi qu'Aragorn vit pour la première fois... Éowyn, Dame de Rohan, et il la trouva belle, belle et froide, comme un pâle matin de printemps, non encore parvenue à la plénitude de la femme. »","Éowyn","Dama di Rohan","<keyword>Valoroso.</keyword><br><keyword>Risposta:</keyword> Se un compagno Non Legato sta per subire una ferita, sforza Éowyn e aggiungi <symbol>twilight1</symbol> per prevenire quella ferita.","“Così Aragorn... mirò Éowyn... e la trovò bella, bella e fredda, come una mattina di pallida primavera, e non ancora maturata in donna.”","Éowyn","Dama de Rohan","<keyword>Valiente.</keyword> <keyword>Respuesta:</keyword> Si un compañero no-vinculado va a recibir una herida, esfuerza a Éowyn y añade <symbol>twilight1</symbol> para prevenir esa herida.","“Así fue como Aragorn... vio a Eowyn... y la encontró hermosa, hermosa y fría, como una clara mañana de primavera que no ha alcanzado aún la plenitud de la vida.”"
18,"22 01",0,"P",18,"0P18",1,"Sméagol","Old Noser","Gollum","Companion",,,0,3,4,,,,,,"Tower Block","Smeagol_Noun","00_018","icon_strength","3","icon_vitality","4","Signet_Frodo",,"<keyword>Ring-bound.</keyword> To play, add a burden. <br><keyword>Regroup:</keyword> Exert Sméagol (or Gollum) twice to reveal the top 4 cards of your draw deck. Wound a minion for each Shadow card revealed. Place those 4 cards beneath your draw deck in any order.","Sam liked the new Gollum, Sméagol, less than the old.","Sméagol","Alter Schnüffler","<keyword>Ring-verbunden.</keyword> Lege eine Lastmarke auf den Ringträger, um Sméagol zu spielen. <keyword>Sammeln:</keyword> Strenge Sméagol (oder Gollum) zweimal an, um die obersten 4 Karten von deinem Spieldeck aufzudecken. Verwunde einen Diener für jede aufgedeckte Schattenkarte. Lege diese 4 Karten anschließend in einer beliebigen Reihenfolge unter dein Spieldeck.",,"Sméagol","Vieux Fouineur","<keyword>Associé à l’Anneau.</keyword> <br>Pour jouer, ajoutez un point-fardeau. <keyword>Ralliement :</keyword> Affaiblissez Sméagol (ou Gollum) deux fois pour révéler les 4 premières cartes de votre pioche. Blessez un séide pour chaque carte de l’Ombre ainsi révélée. Placez ces 4 cartes sous votre pioche, dans n’importe quel ordre.","Le nouveau Gollum déplaisait à Sam davantage que l'ancien.","Sméagol","Vecchio Fiutatore","<keyword>Legato all’Anello.</keyword> Per giocarlo, aggiungi un segnalino fardello. <br><keyword>Raccolta:</keyword> Sforza due volte Sméagol (o Gollum) per mostrare le prime 4 carte del tuo mazzo di gioco. Ferisci un servitore per ogni carta Ombra mostrata. Piazza quelle 4 carte sotto il tuo mazzo di gioco in un qualsiasi ordine.","A Sam il nuovo Gollum piaceva ancora meno di quello vecchio.","Sméagol","Viejo Fisgón","<keyword>Vinculado al Anillo.</keyword> Para jugarlo, añade una carga. <br><keyword>Reagrupación:</keyword> Esfuerza dos veces a Sméagol (o a Gollum) para revelar las 4 cartas superiores de tu mazo de robar. Hiere un siervo por cada carta de Sombra revelada. Pon esas 4 cartas bajo tu mazo de robar en cualquier orden.","A Sam aún le gustaba menos el nuevo Gollum, Sméagol, que el viejo."
19,"23 01",0,"P",19,"0P19",1,"Théoden","King of the Golden Hall","Rohan","Companion","Man",,2,6,2,,,,,,"Tower Block","Rohan_Noun","00_019","icon_strength","6","icon_vitality","2","Signet_Gandalf",,"<keyword>Valiant.</keyword><br><keyword>Maneuver:</keyword> Play a <symbol>rohan</symbol> possession on Théoden to heal a <symbol>rohan</symbol> ally.",,"Théoden","König der Goldenen Halle","<keyword>Tapfer.</keyword> <keyword>Manöver:</keyword> Spiele eine <symbol>rohan</symbol> Ausrüstung auf Théoden, um einen <symbol>rohan</symbol> Verbündeten zu heilen.","""Du dachtest ich bliebe in Meduseld, gebeugt wie ein alter Baum unter dem Winterschnee. ... Doch ein Westwind hat die Zweige geschüttelt.“","Théoden","Roi du Château d'Or","Vaillant. <br><keyword>Combat :</keyword> Jouez une possession <symbol>rohan</symbol> sur Théoden pour guérir un allié <symbol>rohan</symbol>.","« “Vous croyiez que je demeurais à Meduseld, courbé comme un vieil arbre sous la neige de l'hiver... Mais un vent d'Ouest a secoué les branches...” »","Théoden","Re del Palazzo D'Oro","<keyword>Valoroso.</keyword> <br><keyword>Manovra:</keyword> Gioca un bene <symbol>rohan</symbol> su Théoden per curare un alleato [.","“‘Credevi che io fossi rimasto a Meduseld, curvo come un vecchio albero sotto la neve... Ma un vento d'occidente ha scosso i rami!'”","Théoden","Rey del Castillo de Oro","<keyword>Valiente.</keyword> <keyword>Escaramuza:</keyword> Juega una posesión <symbol>rohan</symbol> en Théoden para curar un aliado <symbol>rohan</symbol>.","“Creías que me había quedado en Meduseld, agobiado como un árbol viejo bajo la nieve de los inviernos... Pero un viento del Oeste ha sacudido las ramas.”"
20,"24 01",0,"P",20,"0P20",0,"Black Rider",,"Wraith","Minion","Nazgûl",,5,8,3,,3,,,,"War of the Ring Block","Ringwraith_Noun","00_020","icon_strength","8","icon_vitality","3","Icon_Compass",,"<keyword>Fierce.</keyword><br> This minion is strength +1 for each companion you can spot.","""'The Nine are abroad again.  They have crossed the River secretly and are moving westward.  They have taken the guise of riders in black.'""","Schwarzer Reiter",,"<keyword>Erbittert.</keyword><br>Dieser Diener erhält Stärke +1 für jeden Gefährten, den du entdecken kannst.","""Die Neun sind wieder unterwegs. Heimlich haben sie den Fluss überschritten und ziehen nach Westen. Sie haben sich als schwarze Reiter verkleidet.“","Black Rider",,"<keyword>Fierce.</keyword><br> This minion is strength +1 for each companion you can spot.","""'The Nine are abroad again.  They have crossed the River secretly and are moving westward.  They have taken the guise of riders in black.'""","Black Rider",,"<keyword>Fierce.</keyword><br> This minion is strength +1 for each companion you can spot.","""'The Nine are abroad again.  They have crossed the River secretly and are moving westward.  They have taken the guise of riders in black.'""","Black Rider",,"<keyword>Fierce.</keyword> <br>This minion is strength +1 for each companion you can spot.","""'The Nine are abroad again.  They have crossed the River secretly and are moving westward.  They have taken the guise of riders in black.'"""
21,"25 01",0,"P",21,"0P21",1,"Treebeard","Guardian of the Forest","Gandalf","Companion","Ent",,5,12,4,,,,,,"Tower Block","Gandalf_Noun","00_021","icon_strength","12","icon_vitality","4",,,"<keyword>Unhasty.</keyword> <keyword>Assignment:</keyword> Exert an unbound Hobbit to allow Treebeard to skirmish. <keyword>Skirmish:</keyword> Exert Treebeard to make an Ent <keyword>Damage +1.</keyword>.",,"Baumbart","Hüter des Waldes","<keyword>Unhastig.</keyword> <keyword>Zuweisung:</keyword> Strenge einen nicht-verbundenen Hobbit an, damit Baumbart am Kampf teilnehmen darf. <keyword>Kampf</keyword> Strenge Baumbart an, um einem Ent <keyword>Schaden +1</keyword> zu geben.",,"Sylvebarbe","Gardien de la Forêt","<keyword>Peu hâtif.</keyword> <keyword>Affectationt :</keyword> Affaiblissez un Hobbit dissocié pour permettre à Sylvebarbe de combattre. <keyword>Combat :</keyword> Affaiblissez Sylvebarbe pour donner des <keyword>dégâts +1</keyword> à un Ent.",,"Barbalbero","Guardiano della Foresta","<keyword>Senza Fretta.</keyword> <keyword>Assegnazione:</keyword> Sforza un Hobbit Non Legato per consentire a Barbalbero di schermagliare. <keyword>Schermaglia:</keyword> Sforza Barbalbero per aggiungere <keyword>Danno +1</keyword> a un Ent.",,"Bárbol","Guardián del Bosque","<keyword>Sin prisa.</keyword> <keyword>Asignación:</keyword> Esfuerza un Hobbit no-vinculado para permitir que Bárbol participe en escaramuzas. <keyword>Escaramuza:</keyword> Esfuerza a Bárbol para darle a un Ent <keyword>daño +1</keyword>.",
22,"26 01",0,"P",22,"0P22",0,"Fell Beast",,"Wraith","Possession",,"Mount",0,,,,,,,,"Tower Block","Ringwraith_Verb","00_022","icon_strength","+2",,,,,"To play, discard 2 cards from hand. Bearer must be a Nazgûl. Bearer is fierce.","""'It scudded across the moon... outrunning the wind in its fell speed.'""","Geflügeltes Untier",,"Lege 2 Karten aus deiner Hand ab, um diese Karte zu spielen. Muss auf einen Nazgûl gespielt werden. Der Reiter ist erbittert.","""'It scudded across the moon... outrunning the wind in its fell speed.'""","Cruelle Bête",,"Pour jouer, défaussez 2 cartes de votre main. Le détenteur doit être un Nazgûl. Le détenteur est acharné.","""'It scudded across the moon... outrunning the wind in its fell speed.'""","Orrida Bestia",,"Per giocarlo, scarta 2 carte dalla mano. Il possessore deve essere un Nazgûl. Il possessore è feroce.","""'It scudded across the moon... outrunning the wind in its fell speed.'""","Bestia Feroz",,"Para jugarla, descarta 2 cartas de la mano. El portador debe ser un Nazgûl. El portador es fiero.","""'It scudded across the moon... outrunning the wind in its fell speed.'"""
23,"27 01",0,"P",23,"0P23",1,"Aragorn","Captain of Gondor","Gondor","Companion","Man",,4,8,4,,,,,,"King Block","Gondor_Noun","00_023","icon_strength","8","icon_vitality","4","Signet_Aragorn",,"<keyword>Knight.</keyword> <br>At the start of each fellowship phase, you may add <symbol>twilight2</symbol> to heal another <symbol>gondor</symbol> companion.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Aragorn","Feldherr von Gondor","<keyword>Ritter.</keyword> <br>Zu Beginn jeder deiner Gemeinschaftsphasen, darfst du den Einfluss um <symbol>twilight2</symbol> erhöhen, um einen anderen <symbol>gondor</symbol> Gefährten zu heilen.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Aragorn","Captain of Gondor","<keyword>Knight.</keyword> <br>At the start of each fellowship phase, you may add <symbol>twilight2</symbol> to heal another <symbol>gondor</symbol> companion.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Aragorn","Captain of Gondor","<keyword>Knight.</keyword> <br>At the start of each fellowship phase, you may add <symbol>twilight2</symbol> to heal another <symbol>gondor</symbol> companion.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Aragorn","Captain of Gondor","<keyword>Knight.</keyword> <br>At the start of each fellowship phase, you may add <symbol>twilight2</symbol> to heal another <symbol>gondor</symbol> companion.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com"
24,"28 01",0,"P",24,"0P24",1,"Legolas","Elven Stalwart","Elven","Companion","Elf",,2,6,3,,,,,,"King Block","Elven_Noun","00_024","icon_strength","6","icon_vitality","3","Signet_Aragorn",,"<keyword>Archer.</keyword>  <br>While you can spot 3 wounded minions, each minion skirmishing Legolas is strength –3.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Legolas","Tapferer Elb","<keyword>Bogenschütze.</keyword> <br>Solange du 3 verwundete Diener entdecken kannst, erhält jeder Diener, der gegen Legolas kämpft, Stärke -3.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Legolas","Elven Stalwart","<keyword>Archer.</keyword>  <br>While you can spot 3 wounded minions, each minion skirmishing Legolas is strength –3.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Legolas","Elven Stalwart","<keyword>Archer.</keyword>  <br>While you can spot 3 wounded minions, each minion skirmishing Legolas is strength –3.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com","Legolas","Elven Stalwart","<keyword>Archer.</keyword>  <br>While you can spot 3 wounded minions, each minion skirmishing Legolas is strength –3.","THE LORD OF THE RINGS™ ONLINE TCG<BR>lotronline.decipher.com"
25,"29 01",0,"P",25,"0P25",1,"Denethor","Wizened Steward","Gondor","Companion","Man",,2,5,3,,,,,,"King Block","Gondor_Noun","00_025","icon_strength","5","icon_vitality","3","Signet_Aragorn",,"Denethor is strength +1 for each other <symbol>gondor</symbol> Man you can spot (limit +4).","""...his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes, and he was reminded not so much of Boromir as of Aragorn.""","Denethor","Ergrauter Truchsess","Denethor erhält Stärke +1 für jeden anderen <symbol>gondor</symbol> Menschen, den du entdecken kannst (maximal +4).","""...his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes, and he was reminded not so much of Boromir as of Aragorn.""","Denethor","Wizened Steward","Denethor is strength +1 for each other <symbol>gondor</symbol> Man you can spot (limit +4).","""...his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes, and he was reminded not so much of Boromir as of Aragorn.""","Denethor","Wizened Steward","Denethor is strength +1 for each other <symbol>gondor</symbol> Man you can spot (limit +4).","""...his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes, and he was reminded not so much of Boromir as of Aragorn.""","Denethor","Wizened Steward","Denethor is strength +1 for each other <symbol>gondor</symbol> Man you can spot (limit +4).","""...his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes, and he was reminded not so much of Boromir as of Aragorn."""
26,"2A 01",0,"P",26,"0P26",1,"Gandalf","Defender of the West","Gandalf","Companion","Wizard",,4,9,4,,,,,,"King Block","Gandalf_Noun","00_026","icon_strength","9","icon_vitality","4","Signet_Gandalf",,"While you cannot spot 3 companions of the same culture, Gandalf is strength –2.",,"Gandalf","Verteidiger des Westens","Solange du keine 3 Gefährten der gleichen Kultur entdecken kannst, erhält Gandalf Stärke -2.",,"Gandalf","Defender of the West","While you cannot spot 3 companions of the same culture, Gandalf is strength –2.",,"Gandalf","Defender of the West","While you cannot spot 3 companions of the same culture, Gandalf is strength –2.",,"Gandalf","Defender of the West","While you cannot spot 3 companions of the same culture, Gandalf is strength –2.",
27,"2B 01",0,"P",27,"0P27",1,"Frodo","Resolute Hobbit","Shire","Companion","Hobbit",,0,3,4,12,,,,,"King Block","Shire_Noun","00_027","icon_strength","3","icon_vitality","4","Signet_Frodo",,"<keyword>Ring-bearer (resistance 12).</keyword> <keyword>Ring-bound.</keyword>",,"Frodo","Resolute Hobbit","<keyword>Ring-bearer (resistance 12).</keyword> <keyword>Ring-bound.</keyword>",,"Frodo","Resolute Hobbit","<keyword>Ring-bearer (resistance 12).</keyword> <keyword>Ring-bound.</keyword>",,"Frodo","Resolute Hobbit","<keyword>Ring-bearer (resistance 12).</keyword> <keyword>Ring-bound.</keyword>",,"Frodo","Resolute Hobbit","<keyword>Ring-bearer (resistance 12).</keyword> <keyword>Ring-bound.</keyword>",
28,"2C 01",0,"P",28,"0P28",1,"Arwen","Fair Elf Maiden","Elven","Companion","Elf",,2,6,3,,,,,,"King Block","Elven_Noun","00_028","icon_strength","6","icon_vitality","3","Signet_Gandalf",,"While skirmishing a fierce minion, Arwen is strength +3.","DGMA Premier Series Qualifier","Arwen","Schöne Elbenmaid","Arwen erhält Stärke +3, solange sie gegen einen <keyword>erbittert</keyword>en Diener kämpft.","DGMA Premier Series Qualifier","Arwen","Fair Elf Maiden","While skirmishing a fierce minion, Arwen is strength +3.","DGMA Premier Series Qualifier","Arwen","Fair Elf Maiden","While skirmishing a fierce minion, Arwen is strength +3.","DGMA Premier Series Qualifier","Arwen","Fair Elf Maiden","While skirmishing a fierce minion, Arwen is strength +3.","DGMA Premier Series Qualifier"
29,"2D 01",0,"P",29,"0P29",1,"Éowyn","Dernhelm","Rohan","Companion","Man",,2,6,3,,,,,,"King Block","Rohan_Noun","00_029","icon_strength","6","icon_vitality","3","Signet_Theoden",,"<keyword>Valiant.</keyword> <br>While skirmishing a mounted minion, Éowyn is strength +2. <br>While skirmishing a fierce minion, Éowyn is strength +2.","DGMA Territorial Open Championship<BR>2004","Éowyn","Dernhelm","<keyword>Tapfer.</keyword> <br>Solange Éowyn gegen einen berittenen Diener kämpft, erhält sie Stärke +2.  <br>Solange Éowyn gegen einen <keyword>erbittert</keyword>en Diener kämpft, erhält sie Stärke +2.","DGMA Territorial Open Championship<BR>2004","Éowyn","Dernhelm","<keyword>Valiant.</keyword> <br>While skirmishing a mounted minion, Éowyn is strength +2. <br>While skirmishing a fierce minion, Éowyn is strength +2.","DGMA Territorial Open Championship<BR>2004","Éowyn","Dernhelm","<keyword>Valiant.</keyword> <br>While skirmishing a mounted minion, Éowyn is strength +2. <br>While skirmishing a fierce minion, Éowyn is strength +2.","DGMA Territorial Open Championship<BR>2004","Éowyn","Dernhelm","<keyword>Valiant.</keyword> <br>While skirmishing a mounted minion, Éowyn is strength +2. <br>While skirmishing a fierce minion, Éowyn is strength +2.","DGMA Territorial Open Championship<BR>2004"
